ECO_ID,ECO_NAME,BIOME_NUM,BIOME_NAME,REALM,COLOR,COLOR_BIO,UNIQUE_ECOREGION_COLOR
462,Fernando de Noronha-Atol das Rocas moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#4DE600,#38A700,#478100
463,Guianan freshwater swamp forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#267301,#38A700,#47A612
464,Guianan Highlands moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#ABE038,#38A700,#527C00
465,Guianan lowland moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#70A800,#38A700,#57A115
466,Guianan piedmont moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#4D7200,#38A700,#0BD000
467,Gurupa várzea,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#4DE600,#38A700,#659C18
468,Hispaniolan moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#4DE600,#38A700,#21CB00
469,Iquitos várzea,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#0D6101,#38A700,#699700
470,Isthmian-Atlantic moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#23DB01,#38A700,#37C600
471,Isthmian-Pacific moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#47B700,#38A700,#689700
472,Jamaican moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#47B700,#38A700,#4CC103
473,Japurá-Solimões-Negro moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#267400,#38A700,#0C9200
474,Juruá-Purus moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#70A800,#38A700,#61BC07
475,Leeward Islands moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#4DE600,#38A700,#1B8D00
476,Madeira-Tapajós moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#267400,#38A700,#74B70B
477,Magdalena Valley montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#5AA500,#38A700,#298800
478,Magdalena-Urabá moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#0E5B00,#38A700,#0FB20F
479,Marañón dry forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#4DE600,#38A700,#368300
480,Marajó várzea,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#267400,#38A700,#24AD13
481,Mato Grosso tropical dry forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#2E5D00,#38A700,#427E00
482,Monte Alegre várzea,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#265401,#38A700,#36A816
483,Napo moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#478000,#38A700,#86D200
484,Negro-Branco moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#0E5B00,#38A700,#47A319
485,Northeast Brazil restingas,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#4C7300,#38A700,#06CD00
486,Northwest Andean montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#47B700,#38A700,#469E00
487,Oaxacan montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#98E500,#38A700,#1EC802
488,Orinoco Delta swamp forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#004300,#38A700,#559900
489,Pantanos de Centla,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#98E500,#38A700,#36C307
490,Pantepui forests & shrublands,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#0E5B00,#38A700,#639400
491,Pernambuco coastal forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#4C7300,#38A700,#4CBF0B
492,Pernambuco interior forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#13ED00,#38A700,#088F00
493,Peruvian Yungas,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#98E500,#38A700,#60BA0F
494,Petén-Veracruz moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#4DE600,#38A700,#178A00
495,Puerto Rican moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#47B700,#38A700,#71B513
496,Purus várzea,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#004300,#38A700,#258500
497,Purus-Madeira moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#599100,#38A700,#81B016
498,Rio Negro campinarana,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#13ED00,#38A700,#328000
499,Santa Marta montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#4C7300,#38A700,#26AB1A
500,Serra do Mar coastal forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#98E500,#38A700,#3E7B00
501,Sierra de los Tuxtlas,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#4C7300,#38A700,#38A61D
502,Sierra Madre de Chiapas moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#36C900,#38A700,#80D002
503,Solimões-Japurá moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#609900,#38A700,#519700
504,Southern Andean Yungas,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#70A800,#38A700,#07CB07
505,Southwest Amazon moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#2B8722,#38A700,#509700
506,Talamancan montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#4C7300,#38A700,#20C60B
507,Tapajós-Xingu moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#70A800,#38A700,#5E9200
508,Tocantins/Pindare moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#4DE600,#38A700,#37C10F
509,Trindade-Martin Vaz Islands tropical forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#70A800,#38A700,#5D9200
510,Trinidad and Tobago moist forest,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#6C9400,#38A700,#4CBC13
511,Uatumã-Trombetas moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#259500,#38A700,#058D00
512,Ucayali moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#5AA500,#38A700,#5FB717
513,Venezuelan Andes montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#98E500,#38A700,#138800
514,Veracruz moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#4D7401,#38A700,#6FB21A
515,Veracruz montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#004300,#38A700,#218300
516,Western Ecuador moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#2B8722,#38A700,#7EAD1D
517,Windward Islands moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#98E500,#38A700,#2F7E01
518,Xingu-Tocantins-Araguaia moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#6C9400,#38A700,#0AA800
519,Yucatán moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,#6C9400,#38A700,#67D206
520,Apure-Villavicencio dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#ABE038,#CCCD65,#B3C948
521,Bajío dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#7FEA04,#CCCD65,#F3D884
522,Balsas dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#96B500,#CCCD65,#BDC44B
523,Bolivian montane dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#61B807,#CCCD65,#C9EE87
524,Brazilian Atlantic dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#737400,#CCCD65,#BFB94D
525,Caatinga,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#81B50A,#CCCD65,#D1E98A
526,Cauca Valley dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#98DE02,#CCCD65,#BAA94F
527,Central American dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#DCF63D,#CCCD65,#D8E48C
528,Chiapas Depression dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#76D40A,#CCCD65,#B59A51
529,Chiquitano dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#A2F718,#CCCD65,#DDDF8E
530,Cuban dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#A5D13E,#CCCD65,#91B053
531,Ecuadorian dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#BDF532,#CCCD65,#DAD490
532,Hispaniolan dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#ACD61C,#CCCD65,#98AB55
533,Islas Revillagigedo dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#CBFA4A,#CCCD65,#D5BA47
534,Jalisco dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#478500,#CCCD65,#9DA656
535,Jamaican dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#AECC2C,#CCCD65,#D0A84A
536,Lara-Falcón dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#6EB81B,#CCCD65,#A1A157
537,Lesser Antillean dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#99BD05,#CCCD65,#A4CB4D
538,Magdalena Valley dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#C8DF12,#CCCD65,#F6EA8B
539,Maracaibo dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#95C90C,#CCCD65,#AFC650
540,Maranhão Babaçu forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#B5C435,#CCCD65,#F1DB8D
541,Panamanian dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#9CE027,#CCCD65,#B8C152
542,Patía valley dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#8DE610,#CCCD65,#ECCD90
543,Puerto Rican dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#93F820,#CCCD65,#BCBA54
544,Sierra de la Laguna dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#70AB01,#CCCD65,#CFE792
545,Sinaloan dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#A3B336,#CCCD65,#B7AA56
546,Sinú Valley dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#83DB27,#CCCD65,#D5E294
547,Southern Pacific dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#426700,#CCCD65,#B29C58
548,Trinidad and Tobago dry forest,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#B1C41D,#CCCD65,#D4DD49
549,Tumbes-Piura dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#C5F223,#CCCD65,#8FAD5A
550,Veracruz dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#84B319,#CCCD65,#D8D04C
551,Yucatán dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,#76B50E,#CCCD65,#95A85B
552,Bahamian pineyards,3,Tropical & Subtropical Coniferous Forests,Neotropic,#3EDE62,#88CE66,#92D450
553,Central American pine-oak forests,3,Tropical & Subtropical Coniferous Forests,Neotropic,#267300,#88CE66,#6BA55D
554,Cuban pine forests,3,Tropical & Subtropical Coniferous Forests,Neotropic,#67E093,#88CE66,#9FCF53
555,Hispaniolan pine forests,3,Tropical & Subtropical Coniferous Forests,Neotropic,#05A61A,#88CE66,#B2F992
556,Sierra de la Laguna pine-oak forests,3,Tropical & Subtropical Coniferous Forests,Neotropic,#267300,#88CE66,#56CA56
557,Sierra Madre de Oaxaca pine-oak forests,3,Tropical & Subtropical Coniferous Forests,Neotropic,#00421C,#88CE66,#BDF495
558,Sierra Madre del Sur pine-oak forests,3,Tropical & Subtropical Coniferous Forests,Neotropic,#24FA8B,#88CE66,#64C558
559,Trans-Mexican Volcanic Belt pine-oak forests,3,Tropical & Subtropical Coniferous Forests,Neotropic,#0ED62D,#88CE66,#C6EF97
560,Juan Fernández Islands temperate forests,4,Temperate Broadleaf & Mixed Forests,Neotropic,#6AA843,#00734C,#00603E
561,Magellanic subpolar forests,4,Temperate Broadleaf & Mixed Forests,Neotropic,#38A700,#00734C,#178F41
562,San Félix-San Ambrosio Islands temperate forests,4,Temperate Broadleaf & Mixed Forests,Neotropic,#BADEB0,#00734C,#025B32
563,Valdivian temperate forests,4,Temperate Broadleaf & Mixed Forests,Neotropic,#54CC13,#00734C,#008A84
564,Belizian pine savannas,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,#FFAA01,#FEAA01,#E68006
565,Beni savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,#FCF238,#FEAA01,#FFD900
566,Campos Rupestres montane savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,#FCB25D,#FEAA01,#E1680B
567,Cerrado,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,#E69800,#FEAA01,#FF8300
568,Clipperton Island shrub and grasslands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,#FBE97B,#FEAA01,#DC520F
569,Dry Chaco,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,#D4D20E,#FEAA01,#FC6500
570,Guianan savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,#FCD379,#FEAA01,#D7CA14
571,Humid Chaco,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,#FFD221,#FEAA01,#FF8400
572,Llanos,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,#FFAA01,#FEAA01,#D2B118
573,Miskito pine forests,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,#FBA769,#FEAA01,#FC6600
574,Uruguayan savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,#E69800,#FEAA01,#FFC024
575,Espinal,8,"Temperate Grasslands, Savannas & Shrublands",Neotropic,#829A2C,#FEFF73,#C5F869
576,Humid Pampas,8,"Temperate Grasslands, Savannas & Shrublands",Neotropic,#D9BD40,#FEFF73,#FFF99B
577,Low Monte,8,"Temperate Grasslands, Savannas & Shrublands",Neotropic,#D6A53C,#FEFF73,#D2F36C
578,Patagonian steppe,8,"Temperate Grasslands, Savannas & Shrublands",Neotropic,#E69800,#FEFF73,#FFE048
579,Cuban wetlands,9,Flooded Grasslands & Savannas,Neotropic,#7F99A6,#BEE7FF,#B6D2EE
580,Enriquillo wetlands,9,Flooded Grasslands & Savannas,Neotropic,#46A6FA,#BEE7FF,#99F7FF
581,Everglades flooded grasslands,9,Flooded Grasslands & Savannas,Neotropic,#2AA6BE,#BEE7FF,#B7D6E9
582,Guayaquil flooded grasslands,9,Flooded Grasslands & Savannas,Neotropic,#46B7F1,#BEE7FF,#9FBDFF
583,Orinoco wetlands,9,Flooded Grasslands & Savannas,Neotropic,#68ADE8,#BEE7FF,#B7D8E4
584,Pantanal,9,Flooded Grasslands & Savannas,Neotropic,#29A26C,#BEE7FF,#A5CBFF
585,Paraná flooded savanna,9,Flooded Grasslands & Savannas,Neotropic,#3688D1,#BEE7FF,#B3D8DF
586,Southern Cone Mesopotamian savanna,9,Flooded Grasslands & Savannas,Neotropic,#A5CDD9,#BEE7FF,#AAD8FF
587,Central Andean dry puna,10,Montane Grasslands & Shrublands,Neotropic,#F4A733,#D6C39D,#B19A8E
588,Central Andean puna,10,Montane Grasslands & Shrublands,Neotropic,#AA66CD,#D6C39D,#D1B098
589,Central Andean wet puna,10,Montane Grasslands & Shrublands,Neotropic,#F5C47F,#D6C39D,#ACAB8A
590,Cordillera Central páramo,10,Montane Grasslands & Shrublands,Neotropic,#BD9A64,#D6C39D,#D1B198
591,Cordillera de Merida páramo,10,Montane Grasslands & Shrublands,Neotropic,#F4B158,#D6C39D,#FFF7CC
592,High Monte,10,Montane Grasslands & Shrublands,Neotropic,#DBA05E,#D6C39D,#CCA999
593,Northern Andean páramo,10,Montane Grasslands & Shrublands,Neotropic,#BF9B77,#D6C39D,#FCDE8D
594,Santa Marta páramo,10,Montane Grasslands & Shrublands,Neotropic,#F1873D,#D6C39D,#C3BB9B
595,Southern Andean steppe,10,Montane Grasslands & Shrublands,Neotropic,#FBB84D,#D6C39D,#F7D090
596,Chilean Matorral,12,"Mediterranean Forests, Woodlands & Scrub",Neotropic,#CD6667,#FE0000,#EF4509
597,Araya and Paria xeric scrub,13,Deserts & Xeric Shrublands,Neotropic,#B29841,#CC6767,#E8586E
598,Atacama desert,13,Deserts & Xeric Shrublands,Neotropic,#F18650,#CC6767,#B97468
599,Caribbean shrublands,13,Deserts & Xeric Shrublands,Neotropic,#D98944,#CC6767,#E35B7F
600,Cuban cactus scrub,13,Deserts & Xeric Shrublands,Neotropic,#F76A63,#CC6767,#B46D6A
601,Galápagos Islands xeric scrub,13,Deserts & Xeric Shrublands,Neotropic,#F5984B,#CC6767,#DE8A5E
602,Guajira-Barranquilla xeric scrub,13,Deserts & Xeric Shrublands,Neotropic,#F7975B,#CC6767,#AF6B70
603,La Costa xeric shrublands,13,Deserts & Xeric Shrublands,Neotropic,#FA595E,#CC6767,#D97D61
604,Malpelo Island xeric scrub,13,Deserts & Xeric Shrublands,Neotropic,#B34544,#CC6767,#AA6C77
605,Motagua Valley thornscrub,13,Deserts & Xeric Shrublands,Neotropic,#B69248,#CC6767,#C56A7E
606,Paraguaná xeric scrub,13,Deserts & Xeric Shrublands,Neotropic,#CC9753,#CC6767,#A56C7D
607,San Lucan xeric scrub,13,Deserts & Xeric Shrublands,Neotropic,#A85E1F,#CC6767,#C06C88
608,Sechura desert,13,Deserts & Xeric Shrublands,Neotropic,#F15C56,#CC6767,#A05635
609,St. Peter and St. Paul Rocks,13,Deserts & Xeric Shrublands,Neotropic,#BFA244,#CC6767,#C06C87
610,Tehuacán Valley matorral,13,Deserts & Xeric Shrublands,Neotropic,#F57558,#CC6767,#F47656
611,Amazon-Orinoco-Southern Caribbean mangroves,14,Mangroves,Neotropic,#E600AA,#FE01C4,#F70AF3
612,Bahamian-Antillean mangroves,14,Mangroves,Neotropic,#E600AA,#FE01C4,#FF00AD
613,Mesoamerican Gulf-Caribbean mangroves,14,Mangroves,Neotropic,#E600AA,#FE01C4,#DC0FF2
614,Northern Mesoamerican Pacific mangroves,14,Mangroves,Neotropic,#E600AA,#FE01C4,#FF00E6
615,South American Pacific mangroves,14,Mangroves,Neotropic,#E600AA,#FE01C4,#ED147D
616,Southern Atlantic Brazilian mangroves,14,Mangroves,Neotropic,#E600AA,#FE01C4,#FB00FF
617,Southern Mesoamerican Pacific mangroves,14,Mangroves,Neotropic,#E600AA,#FE01C4,#E81994
618,Carolines tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,#36C900,#38A700,#6CBB00
619,Central Polynesian tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,#11EE00,#38A700,#338C12
620,Cook Islands tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,#98E500,#38A700,#7DB600
621,Eastern Micronesia tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,#36C900,#38A700,#408714
622,Fiji tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,#267301,#38A700,#0EB100
623,Hawai'i tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,#267400,#38A700,#4C8216
624,Kermadec Islands subtropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,#98E500,#38A700,#22AC02
625,Marquesas tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,#70A800,#38A700,#4C7D00
626,Ogasawara subtropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,#70A800,#38A700,#48A209
627,Palau tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,#6C9400,#38A700,#00D101
628,Rapa Nui and Sala y Gómez subtropical forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,#47B700,#38A700,#589D0C
629,Samoan tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,#4C7300,#38A700,#16CC00
630,Society Islands tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,#36C900,#38A700,#66980F
631,Tongan tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,#70A800,#38A700,#2BC700
632,Tuamotu tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,#267400,#38A700,#169312
633,Tubuai tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,#267400,#38A700,#40C200
634,Western Polynesian tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,#4C7300,#38A700,#159312
635,Fiji tropical dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Oceania,#CEDF41,#CCCD65,#E3D767
636,Hawai'i tropical dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Oceania,#98E500,#CCCD65,#A7B473
637,Marianas tropical dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Oceania,#DAFA35,#CCCD65,#DEC66A
638,Yap tropical dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Oceania,#83D004,#CCCD65,#AAAF74
639,Hawai'i tropical high shrublands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Oceania,#E69800,#FEAA01,#FF5903
640,Hawai'i tropical low shrublands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Oceania,#FFAA01,#FEAA01,#DB8D00
641,Northwest Hawai'i scrub,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Oceania,#4AFB48,#FEAA01,#FFF309
642,Guizhou Plateau broadleaf and mixed forests,1,Tropical & Subtropical Moist Broadleaf Forests,Palearctic,#267400,#38A700,#3C7F00
643,Yunnan Plateau subtropical evergreen forests,1,Tropical & Subtropical Moist Broadleaf Forests,Palearctic,#5AA500,#38A700,#23A909
644,Appenine deciduous montane forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#9CEF79,#00734C,#00A042
645,Azores temperate mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#8BA685,#00734C,#0C6739
646,Balkan mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#7BE038,#00734C,#009B2F
647,Baltic mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#95D48D,#00734C,#0E622E
648,Cantabrian mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#4D9228,#00734C,#009689
649,Caspian Hyrcanian mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#71EB64,#00734C,#105D5C
650,Caucasus mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#38B529,#00734C,#009174
651,Celtic broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#8DB376,#00734C,#00584D
652,Central Anatolian steppe and woodlands,4,Temperate Broadleaf & Mixed Forests,Palearctic,#77D14D,#00734C,#008C61
653,Central China Loess Plateau mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#B2F693,#00734C,#005340
654,Central European mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#4DE600,#00734C,#00874E
655,Central Korean deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#88D97D,#00734C,#004E33
656,Changbai Mountains mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#B3F7AC,#00734C,#03823F
657,Changjiang Plain evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#55A649,#00734C,#004928
658,Crimean Submediterranean forest complex,4,Temperate Broadleaf & Mixed Forests,Palearctic,#4DE600,#00734C,#067D31
659,Daba Mountains evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#82F178,#00734C,#009D44
660,Dinaric Mountains mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#9CCF97,#00734C,#097874
661,East European forest steppe,4,Temperate Broadleaf & Mixed Forests,Palearctic,#58BD33,#00734C,#009D45
662,Eastern Anatolian deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#267A0A,#00734C,#0B7364
663,English Lowlands beech forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#8DD45C,#00734C,#009832
664,European Atlantic mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#67BA48,#00734C,#0D6E55
665,Euxine-Colchic broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#7EF249,#00734C,#00938A
666,Hokkaido deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#79BD66,#00734C,#0F6948
667,Huang He Plain mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#84AB7E,#00734C,#008E75
668,Madeira evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#7EE74F,#00734C,#10643C
669,Manchurian mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#87BD7F,#00734C,#008E76
670,Nihonkai evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#5ACA2A,#00734C,#005F27
671,Nihonkai montane deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#00B51B,#00734C,#038963
672,North Atlantic moist mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#378F52,#00734C,#00585A
673,Northeast China Plain deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#7CA55F,#00734C,#068452
674,Pannonian mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#38A700,#00734C,#00554D
675,Po Basin mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#62C342,#00734C,#097F43
676,Pyrenees conifer and mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#1F7B10,#00734C,#005040
677,Qin Ling Mountains deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#88DF50,#00734C,#0B7A36
678,Rodope montane mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#70A800,#00734C,#004B34
679,Sarmatic mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#8EE266,#00734C,#0E7574
680,Sichuan Basin evergreen broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#70A800,#00734C,#009F5C
681,Southern Korea evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#C8FABF,#00734C,#107065
682,Taiheiyo evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#267300,#00734C,#009A48
683,Taiheiyo montane deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#4DE600,#00734C,#116B57
684,Tarim Basin deciduous forests and steppe,4,Temperate Broadleaf & Mixed Forests,Palearctic,#9AB38B,#00734C,#009535
685,Ussuri broadleaf and mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#78F053,#00734C,#006135
686,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#89F261,#00734C,#03908B
687,Western Siberian hemiboreal forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#8BC966,#00734C,#005C28
688,Zagros Mountains forest steppe,4,Temperate Broadleaf & Mixed Forests,Palearctic,#53AD27,#00734C,#068B78
689,Alps conifer and mixed forests,5,Temperate Conifer Forests,Palearctic,#007C33,#458970,#2C7249
690,Altai montane forest and forest steppe,5,Temperate Conifer Forests,Palearctic,#B8DB43,#458970,#599C89
